Country,Category,DateTime,Close,Frequency,HistoricalDataSymbol,LastUpdate
United States,Changes in Inventories,1950-03-31T00:00:00,9.151,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1950-06-30T00:00:00,13.359,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1950-09-30T00:00:00,17.541,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1950-12-31T00:00:00,56.183,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1951-03-31T00:00:00,34.908,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1951-06-30T00:00:00,50.756,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1951-09-30T00:00:00,33.468,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1951-12-31T00:00:00,14.383,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1952-03-31T00:00:00,18.048,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1952-06-30T00:00:00,-4.389,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1952-09-30T00:00:00,19.996,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1952-12-31T00:00:00,20.051,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1953-03-31T00:00:00,16.203,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1953-06-30T00:00:00,15.897,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1953-09-30T00:00:00,9.642,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1953-12-31T00:00:00,-8.267,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1954-03-31T00:00:00,-7.346,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1954-06-30T00:00:00,-11.829,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1954-09-30T00:00:00,-9.423,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1954-12-31T00:00:00,-3.48,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1955-03-31T00:00:00,14.027,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1955-06-30T00:00:00,20.699,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1955-09-30T00:00:00,18.889,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1955-12-31T00:00:00,26.017,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1956-03-31T00:00:00,21.944,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1956-06-30T00:00:00,15.246,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1956-09-30T00:00:00,11.829,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1956-12-31T00:00:00,10.471,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1957-03-31T00:00:00,5.663,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1957-06-30T00:00:00,8.145,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1957-09-30T00:00:00,11.901,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1957-12-31T00:00:00,-11.091,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1958-03-31T00:00:00,-13.882,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1958-06-30T00:00:00,-12.101,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1958-09-30T00:00:00,6.134,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1958-12-31T00:00:00,16.137,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
United States,Changes in Inventories,1959-03-31T00:00:00,13.08,Quarterly,UNITEDSTACHAININV,2023-11-29T14:06:00
