DBSCAN_Cluster,Government Debt,Core PCE Price Index,Core Consumer Prices,Wages,Corruption Rank,Price to Rent Ratio,Money Supply M0,Military Expenditure,Interbank Rate,Government Bond 10Y,Consumer Price Index CPI,GDP from Public Administration,Foreign Exchange Reserves,Mining Production,PCE Price Index,Pending Home Sales,Crude Oil Production,Disposable Personal Income,Foreign Direct Investment,Mortgage Originations
59,-0.8508018519917219,-0.7871039015073169,-0.7621199439151526,-0.7188609545428638,-0.47677311298584274,-0.652157429742727,-0.7434976107552154,0.070632633453224,-0.8331378831946027,0.48353107943778717,-0.7856615029977481,-0.5019418215741334,1.6357522502739492,-0.7959553498427687,-0.7928715331708436,2.591581953730877,-0.9931457129054976,-0.8903155636184704,-0.6128165085982574,-0.7474163282784473
60,-0.8206288405469253,-0.779214373164456,-0.7564469189466642,-0.70169593542469,-0.47677311298584274,-0.652157429742727,-0.689595560635459,0.070632633453224,-0.8411587345736087,0.4992737406835338,-0.7802905476626681,-0.5019418215741334,1.9651987720746795,-1.0603859064926089,-0.7703269286151849,1.616844811465968,-1.0389623190989217,-0.8728054082585344,-0.6128165085982574,-0.7474163282784473
61,-0.7934263940890901,-0.7715271404201296,-0.7490547955028756,-0.6902525893459083,-0.47677311298584274,-0.652157429742727,-0.6886188530455201,0.070632633453224,-0.8493898901546316,0.6866385028560767,-0.7936652795755128,-0.5019418215741334,1.3548493281713534,-0.956913079977454,-0.7650933597004793,0.4903043437663594,-1.018717772176246,-0.8548966117249875,-0.6128165085982574,-0.7474163282784473
62,-0.7979139980135166,-0.758175630916828,-0.7575815239403615,-0.6788092432671264,0.4603196180117182,-0.702263264896659,-0.7076646510493297,0.40801791502647144,-0.8508418053087813,0.7979391993472591,-0.767758318547483,-0.45625941127176056,1.2933066055415006,-0.6809855426037077,-0.7452661851582257,1.089527996798066,-1.035765811690078,-0.8456705996109558,-0.8777454618526898,-0.808309332200106
63,-0.775769262526324,-0.7502861025739672,-0.7542120909287747,-0.6702267337080395,0.4603196180117182,-0.702263264896659,-0.6342894933551655,0.40801791502647144,-0.850632244404584,0.7661077491475725,-0.7658626872527491,-0.4562594112717607,1.2868070440756416,-0.3360761208865249,-0.7454674762703294,1.5289586756879845,-0.982845855699224,-0.8439896626622281,-0.87774546185269,-0.8083093322001063
64,-0.7300818221323074,-0.7368334452713977,-0.7524242285144633,-0.6702267337080395,0.4603196180117182,-0.702263264896659,-0.6560212372313072,0.4080179150264715,-0.8410093463855486,0.8022415415510656,-0.7346198751728762,-0.4562594112717606,1.0227623595251178,0.03182726227847013,-0.73268549065172,1.8165860291432034,-0.9963422203143412,-0.8252446688097487,-0.8777454618526899,-0.8083093322001061
65,-0.7059913700080767,-0.7321806465050947,-0.751083331703729,-0.6559225511095618,0.4603196180117182,-0.7381685160467591,-0.6958220715213199,0.4080179150264715,-0.8187700375394221,0.8953410591605074,-0.7213504561097395,-0.44543989304225007,0.8978489126031394,0.28476083820440423,-0.727753858405169,2.0323065442346175,-1.0400278215685363,-0.7928338758676122,-0.5001161333962151,-0.8716066156995373
66,-0.6999830233708608,-0.7221670143776175,-0.7462698559728905,-0.6416183685110841,0.4603196180117182,-0.7381685160467593,-0.6971040002331148,0.40801791502647144,-0.7396861955870703,0.5164532321223445,-0.7154178322428867,-0.44543989304225,0.6660989240861027,0.30775479965221647,-0.7248351372796601,-1.131594343772793,-1.0368313141596928,-0.7650694672712348,-0.5001161333962151,-0.8716066156995372
67,-0.6712783530768578,-0.7178176590091182,-0.7382932390475002,-0.6358966954716931,0.4603196180117182,-0.7381685160467591,-0.7031473784458621,0.4080179150264715,-0.6966665667749831,0.32520254367978363,-0.7228950445721146,-0.44543989304225007,0.7530305586919674,0.3652397032717469,-0.7286596684096375,-1.4032423998138337,-1.0442898314469944,-0.765414323524597,-0.5001161333962151,-0.8716066156995373
68,-0.6663489024739273,-0.7176153634105824,-0.7324826862009869,-0.6330358589519982,0.4603196180117182,-0.8677318715603299,-0.7080919606199281,0.4080179150264715,-0.7109415432117768,0.14239908926628336,-0.7212802475432675,-0.4971331468054641,1.1970318513284635,0.30775479965221647,-0.7209099605936301,-1.3872631023996547,-1.0734135656164576,-0.7595482870167182,-0.33328081138336374,-0.7640613407399486
69,-0.6372775584228175,-0.7089166526735825,-0.7274629186531125,-0.6130100033141296,0.4603196180117182,-0.8677318715603299,-0.7084582259661552,0.4080179150264715,-0.7920163708635822,-0.13117064639222464,-0.7107138582892872,-0.4971331468054641,1.1748927200853811,0.3537427225478408,-0.7084299116431768,-1.4671595894705485,-1.0204936096256034,-0.7439769198408221,-0.33328081138336374,-0.7640613407399486
70,-0.6219178649760353,-0.7037581149109426,-0.7205177608129011,-0.6130100033141296,0.4603196180117182,-0.8677318715603299,-0.7282975988867902,0.4080179150264715,-0.8286801607120292,-0.1710192576705207,-0.7062556143183397,-0.4971331468054641,1.5963486588871787,0.5721853563020566,-0.6993718115984923,-1.7388076455115893,-0.9604703038373191,-0.7408279709511766,-0.33328081138336374,-0.7640613407399486
71,-0.6072122308161536,-0.689900866411303,-0.7164263064416879,-0.58726247463687,0.4603196180117182,-0.9724888722287556,-0.7279923777649343,0.40801791502647144,-0.8300367728407719,-0.28741812102820863,-0.6967072492781979,-0.5163678458801465,1.9075151640651804,0.6411672406454931,-0.6702852458994508,-1.6269525636123372,-0.9551427914892466,-0.7285586814966943,-0.21227328321802594,-0.4221450430932772
72,-0.5808812689744425,-0.6780665738970131,-0.7054584581692765,-0.584401638117174,0.4603196180117182,-0.9724888722287556,-0.7210333361866192,0.4080179150264715,-0.8309627883429084,-0.07467745056764434,-0.6934776552205036,-0.5163678458801465,1.368660896286304,0.5721853563020566,-0.6520684002540307,-0.45247420367019237,-0.9746770034321792,-0.7177108958462088,-0.2122732832180259,-0.42214504309327716
73,-0.558323768303885,-0.6761447657109312,-0.6987883560851145,-0.5815408015974791,0.4603196180117182,-0.9724888722287556,-0.6942349216876691,0.4080179150264715,-0.8225627994171151,0.4087010342812896,-0.6802784447238379,-0.5163678458801465,1.6706873931529416,0.756137047884554,-0.6313354157073088,-0.18082614762915197,-0.9636668112461627,-0.6876932154732762,-0.2122732832180259,-0.42214504309327716
74,-0.5438055177400407,-0.6566232404523149,-0.6829726501123573,-0.5500715998808287,1.0850481053434256,-1.1536946132539958,-0.675372256356973,0.5581947405285499,-0.8222124830029381,0.4804192488294389,-0.6436295730256489,-0.4857125442298703,1.765946590886938,0.4917064912347139,-0.6037585333490479,-0.24474333728586734,-1.0027352351320282,-0.6594399968663986,-0.26654668257822317,-0.26397118856328866
75,-0.5350655682127134,-0.6406418881680588,-0.6688760426149004,-0.5557932729202195,1.0850481053434256,-1.1536946132539958,-0.5754428610613431,0.5581947405285499,-0.8176116162363849,0.6609885884699194,-0.6055063214315569,-0.48571254422987026,1.8085999630066383,0.03182726227847013,-0.5780939165557766,-0.6841740161757855,-1.0350554767103353,-0.6385708150459619,-0.26654668257822317,-0.26397118856328866
76,-0.5247291543437442,-0.6267846396684191,-0.6605899879639556,-0.5557932729202195,1.0850481053434256,-1.1536946132539958,-0.4633046208914764,0.5581947405285499,-0.8194747385192187,0.5175474910335558,-0.5297512782086724,-0.48571254422987026,1.7364954529947643,0.34224574182393475,-0.5409557063725715,-0.9078841799742894,-0.9597599688575762,-0.6335033264128408,-0.26654668257822317,-0.26397118856328866
77,-0.5223265015731772,-0.6057458974207911,-0.6512037102888197,-0.5414890903217418,1.0850481053434256,-1.2347458579381692,-0.40146682160346603,0.5581947405285499,-0.8346427602158579,0.5421236872047877,-0.479236214632338,-0.48511145988378684,2.100470895082871,0.36523970327174693,-0.5016032939562208,-1.8187041325824835,-0.9796493482903804,-0.6240302200475465,0.20398430651777294,-0.9359210944049492
78,-0.5145022076121379,-0.5838979727790241,-0.6358005879501346,-0.527184907723264,1.0850481053434256,-1.2347458579381692,-0.35836959919740946,0.5581947405285499,-0.8450153674409333,0.29056048963640896,-0.4420958829688484,-0.4851114598837869,1.919701841813666,0.5032034719586201,-0.4733218927055967,1.105507294212245,-0.9572737964284758,-0.6173991721445946,0.20398430651777294,-0.9359210944049491
79,-0.514718947057042,-0.573783192852279,-0.6178531998680067,-0.527184907723264,1.0850481053434256,-1.2347458579381692,-0.30874064478363605,0.5581947405285499,-0.8520758719651411,0.14268606486190896,-0.4505911195119147,-0.4851114598837869,2.029788164141654,0.5376944141303384,-0.47523415827058463,1.520969026980895,-0.9700598260638498,-0.602991773919267,0.20398430651777294,-0.9359210944049491
80,-0.5148175772221598,-0.560128239951175,-0.5999401937553848,-0.5100198886050913,1.0850481053434256,-1.2591591417615657,-0.2865815913368959,0.5581947405285499,-0.8509570190007649,0.14043711325537372,-0.44357026286475254,-0.554837244029514,2.1906523104216653,0.3997306454434652,-0.45933216041436126,1.0655590506767978,-1.022979782054704,-0.5822855287689966,0.02503438643344897,-1.2115809952257006
81,-0.4679135152225388,-0.5417193404845002,-0.5777982053935252,-0.5100198886050913,1.0850481053434256,-1.2591591417615657,-0.3031245761414871,0.5581947405285499,-0.8269833317092591,-0.4852735769945819,-0.42170029440884155,-0.554837244029514,2.2511794765724775,0.4342215876151835,-0.4372907836389636,1.0016418610200823,-0.9430670968336154,-0.5751802244222002,0.025034386433448973,-1.2115809952257006
82,-0.45336632034041935,-0.535448176929919,-0.568996421199991,-0.5042982155657004,1.0850481053434256,-1.2591591417615657,-0.31533342101572404,0.5581947405285499,-0.7970239768760784,-0.7830562101125806,-0.40962442097572116,-0.554837244029514,1.8110372985563352,0.20428197313706156,-0.42410621579614555,0.841848886878294,-0.9611806388170622,-0.5751710493475699,0.025034386433448973,-1.2115809952257006
83,-0.4254687987133884,-0.5309976737621503,-0.5556562170316656,-0.48427235992783174,1.0850481053434256,-1.3041193199035415,-0.3152723767913529,0.5581947405285499,-0.7667818956373954,-0.6305355137898568,-0.4260532255300821,-0.556640497067764,1.9769792272315494,0.4802095105108079,-0.42390492468404195,0.6660766153223268,-0.8588924017340689,-0.5720667103035427,-0.4405123108845698,-0.6943834691302754
84,-0.40944791278278475,-0.5113750007042662,-0.5421441030158104,-0.48427235992783174,1.0850481053434256,-1.3041193199035415,-0.3350507054876168,0.5581947405285499,-0.7297891066907277,-0.750054016615638,-0.4327581436281225,-0.556640497067764,1.7943821723000715,0.7216461057128359,-0.4046816234781009,0.6500973179081478,-0.8102344556216727,-0.5670242158392431,-0.4405123108845698,-0.6943834691302754
85,-0.3940236090331229,-0.4960005352156162,-0.524746826445778,-0.48141152340813576,1.0850481053434256,-1.3041193199035415,-0.32638242562690856,0.5581947405285499,-0.6855491437633455,-0.7756768376536368,-0.45234633367370575,-0.556640497067764,1.6306744678787468,0.7676340286084602,-0.3992467634512902,0.7220041562719527,-0.7843072288610528,-0.5305963221182628,-0.4405123108845698,-0.6943834691302754
86,-0.3757516507665212,-0.46818489041706884,-0.508518536838949,-0.4756898503687449,-0.47677311298584274,-1.3132814480831645,-0.31344105006021733,0.27343390841535303,-0.6806783976516301,-0.8056452891396806,-0.41748778042054385,-0.5686621839894411,1.7121220974977929,0.963082700914864,-0.36704018551463463,0.841848886878294,-0.761221342019405,-0.49704307419365795,-0.2680004343467999,-0.6589203453581324
87,-0.35754128491179415,-0.4551368243115683,-0.5031205676265087,-0.4756898503687449,-0.47677311298584274,-1.3132814480831645,-0.28072134579726216,0.27343390841535303,-0.7147385908161764,-0.7834759363238697,-0.382453705751202,-0.5686621839894411,1.5603979595291457,1.1815253346690797,-0.3459046187437055,1.0096315097271717,-0.728901100441098,-0.4699623668482123,-0.2680004343467999,-0.6589203453581324
88,-0.34475804732209386,-0.43925661982658004,-0.48785497316584725,-0.4613856677702671,-0.47677311298584274,-1.3132814480831645,-0.3046506817507667,0.27343390841535303,-0.7308644344825767,-0.6029749242061574,-0.32175840003648226,-0.5686621839894411,1.480981442868181,0.733143086436742,-0.32778841865433644,1.105507294212245,-0.7079462185386792,-0.45152837638752624,-0.2680004343467999,-0.6589203453581324
89,-0.32962894818346594,-0.42509592792913803,-0.4731738721867886,-0.4499423216914853,-0.47677311298584274,-1.2495467685933956,-0.31405149230392915,0.27343390841535303,-0.7342301871955703,-0.7222739980731063,-0.2974311317540636,-0.6299727872899964,1.5894428748297034,0.6756581828172116,-0.31530836970388315,1.3851449989603748,-0.7104323909677798,-0.4314640700795237,-0.267515850423941,-0.4276471444347178
90,-0.3188856677362779,-0.415588034797999,-0.4622060239143773,-0.4528031582111802,-0.47677311298584274,-1.2495467685933956,-0.32827479658241526,0.27343390841535303,-0.7345144922867072,-0.9409409140487782,-0.3069092882277334,-0.6299727872899964,1.309149286614532,0.5836823370259627,-0.3259767986453995,1.0415901045555296,-0.6926740164742046,-0.4370728881158587,-0.267515850423941,-0.4276471444347178
91,-0.30731960045963735,-0.40597899386759206,-0.4484876180814861,-0.44135981213239844,-0.47677311298584274,-1.2495467685933956,-0.32687077942187803,0.27343390841535303,-0.7348805044792123,-1.1015971690420483,-0.3187394316782019,-0.6299727872899964,1.3546462168755453,0.5376944141303384,-0.33080778533589794,0.8738074817066517,-0.7264149280119975,-0.4435799143203538,-0.267515850423941,-0.4276471444347178
92,-0.2965875685152861,-0.3962688051379171,-0.4365570746629063,-0.4327773025733126,-0.47677311298584274,-1.2106184439487708,-0.3091679543542344,0.27343390841535303,-0.7414490814518891,-1.196916015518341,-0.33186843360839574,-0.6353825464047517,1.3087430640229158,0.744640067160648,-0.3273858364301292,1.0256108071413508,-0.6710087995920427,-0.4712354875486979,-0.03623086667085536,-0.155963552146436
93,-0.2852656760563224,-0.39030108498113825,-0.42751461668283,-0.43277730257331265,-0.47677311298584274,-1.2106184439487708,-0.30739767184747,0.27343390841535303,-0.7529119482037736,-1.046309083985493,-0.28711047248273525,-0.6353825464047517,1.415579605617974,0.376736683995653,-0.29548119516162974,1.0176211584342612,-0.6994221987817631,-0.46965800747597913,-0.03623086667085536,-0.155963552146436
94,-0.27834222256027397,-0.3787702358646493,-0.4128678976732775,-0.4184731199748349,-0.47677311298584274,-1.2106184439487708,-0.3414603490465912,0.27343390841535303,-0.7779911637457133,-1.0194974531741865,-0.251023269316319,-0.6353825464047517,1.564866408036924,0.6066762984737749,-0.26649527501864073,1.3292174580107488,-0.6116958287835014,-0.4303864733832382,-0.03623086667085536,-0.155963552146436
95,-0.25156118342822703,-0.35591083323020734,-0.4003184788035896,-0.4184731199748349,-0.47677311298584274,-1.1648935640008513,-0.331143875127861,0.27343390841535303,-0.8076414574706557,-1.0014874173544304,-0.25418265480754226,-0.6407923055195042,1.4913401189543936,0.5147004526825262,-0.23821387376801512,1.145455537747692,-0.47957352255130165,-0.3920011249470728,-0.29672933834486354,-0.0071756351989055965
96,-0.23673538233560107,-0.34579605330346364,-0.38979759613475545,-0.4013081008566611,-0.47677311298584274,-1.1648935640008513,-0.3097783965979462,0.27343390841535303,-0.8180881819623178,-1.0692528719786145,-0.2926569492339932,-0.6407923055195042,1.3690671188779202,0.3997306454434652,-0.2447558349113993,0.8738074817066516,-0.43979476368569315,-0.34240225340272795,-0.29672933834486354,-0.0071756351989055965
97,-0.22806841089984908,-0.3388168551540098,-0.3762167181798889,-0.3841430817384885,-0.47677311298584274,-1.1648935640008513,-0.2920145273059314,0.27343390841535303,-0.8188892080652719,-1.0111041978881126,-0.31442160484019727,-0.6407923055195042,1.2333887732781126,0.30775479965221647,-0.2462655182521801,0.7939109946357574,-0.43127074392877696,-0.24469023964045059,-0.29672933834486354,-0.007175635198905596
98,-0.22792272907042618,-0.31969992109246237,-0.35888820554886786,-0.3755605721794016,-0.47677311298584274,-1.0722074170729747,-0.2518474276696917,-0.20997502033095788,-0.8225253967113116,-0.8552582004977094,-0.2905857965230803,-0.6474042333264288,1.1899229559751803,0.1697910309653433,-0.2280486726067585,0.8098902920499362,-0.43943959619582157,-0.47717650656304206,-0.18347515294526814,0.1037911145444361
99,-0.19314880561165193,-0.3093828455671828,-0.34719833591683114,-0.3612563895809248,-0.47677311298584274,-1.0722074170729747,-0.18860561122114408,-0.20997502033095788,-0.8291203119286473,-0.7783006145279281,-0.22437911834033758,-0.6474042333264288,0.9234409358749593,0.28476083820440423,-0.19392982910511494,0.8418488868782938,-0.4174192118237883,-0.47295945243362514,-0.18347515294526814,0.1037911145444361
100,-0.18161360312938063,-0.30068413483018286,-0.33946239277798196,-0.35839555306122883,-0.47677311298584274,-1.0722074170729747,-0.13384894196019118,-0.20997502033095788,-0.8337236109842537,-0.801746325469045,-0.20307081841619926,-0.6474042333264288,0.7503901118464622,0.3537427225478408,-0.20661116916767325,0.7299938049790421,-0.39291265502265443,-0.4665138043145906,-0.18347515294526814,0.1037911145444361
101,-0.17373059747060787,-0.29603133606388127,-0.33815587793675483,-0.34695220698244705,-0.47677311298584274,-0.9825443436396225,-0.08702802186749233,-0.20997502033095786,-0.8361659084993771,-0.9898016285039872,-0.21156605495926561,-0.675655197592369,0.7528274473961593,0.4227246068912774,-0.21637378810472122,0.9057660765350094,-0.33608585664321367,-0.45802243093478556,-0.03041585959654851,0.11387059431278992
102,-0.18607967028618058,-0.2849050781444626,-0.3325172349377714,-0.34409137046275107,-0.47677311298584274,-0.9825443436396225,-0.02280949782900575,-0.20997502033095788,-0.8379189478185395,-0.8188283419673007,-0.1970328816996396,-0.675655197592369,0.5497161515880642,0.4227246068912774,-0.20932859918107863,0.9137557252420988,-0.35313389615704593,-0.4368147204986625,-0.030415859596548512,0.11387059431278992
103,-0.18614853307183998,-0.26851913466313626,-0.3203460177326505,-0.32406551482488244,-0.47677311298584274,-0.9825443436396226,0.028833915989016724,-0.20997502033095788,-0.8381503770606983,-0.4840481377275472,-0.1774095873708203,-0.675655197592369,0.6236486632622108,0.5032034719586201,-0.18799174129804447,1.0016418610200823,-0.37053710316074967,-0.42768204104035734,-0.030415859596548512,0.11387059431278992
104,-0.1861102607268221,-0.2563813987510441,-0.3021235738944742,-0.3183438417854915,-0.47677311298584274,-0.9245842347966053,0.08340745257685607,-0.20997502033095788,-0.8414394775022882,-0.24375420273323983,-0.1741799933131251,-0.7261462826634137,0.7796381384428279,0.5147004526825262,-0.17601492012785097,0.5302525873018065,-0.28352106814223094,-0.42699549235247114,-0.0984652876208775,-0.025716329635188894
105,-0.18610326470676508,-0.24606432322576452,-0.2864453957997408,-0.30690049570670974,-0.47677311298584274,-0.9245842347966051,0.14933521489773582,-0.20997502033095786,-0.8437225301639152,-0.0884522791576726,-0.16431568972386149,-0.7261462826634137,0.7501870005506542,0.6641612020933054,-0.1617232511684608,0.49829399247344885,-0.2792590582637729,-0.4127684318009205,-0.0984652876208775,-0.025716329635188894
106,-0.1861671891253254,-0.23473576970781,-0.27393035889956024,-0.292596313108232,-0.47677311298584274,-0.9245842347966052,0.20305413234437855,-0.20997502033095788,-0.8491904090570134,-0.028136646487956968,-0.1547673246837207,-0.7261462826634137,0.899473802969604,0.6986521442650236,-0.1574961378142747,0.178708044189872,-0.17128814134283543,-0.39345110312061327,-0.09846528762087751,-0.025716329635188894
107,-0.12883645088031304,-0.21855212182501949,-0.2663319436387357,-0.28687464006884106,-0.47677311298584274,-0.9029224481254358,0.26568550654921436,-0.20997502033095788,-0.8553369203773784,-0.20740277231592144,-0.17593520747491612,-0.7904623076943855,0.9360338362150612,0.28476083820440423,-0.14471415219566527,-0.013043524780274138,-0.19899120555281283,-0.40432008635731426,-0.008748035617286072,-0.47605638901025055
108,-0.1204638609944119,-0.20267191734003132,-0.25127264099511026,-0.26970962095066836,-0.47677311298584274,-0.9029224481254358,0.32373856392621125,-0.20997502033095788,-0.8572220835404177,-0.10951589743360363,-0.19267995057839893,-0.7904623076943855,0.7804505836260605,0.3537427225478408,-0.1303218376802226,-0.03701247090154241,-0.14251957466324355,-0.3910358438195426,-0.008748035617286072,-0.47605638901025044
109,-0.10196981338521538,-0.19245598961401963,-0.23751985319271388,-0.2582662748718855,-0.47677311298584274,-0.9029224481254358,0.3438221137443311,-0.20997502033095786,-0.854048120892464,0.05831523974798572,-0.19338203624311456,-0.7904623076943854,0.7615612331159074,0.38823366471955906,-0.11341338426347815,-0.35659841918511925,-0.137902397294914,-0.37799743000549807,-0.008748035617286072,-0.4760563890102505
110,-0.11005652668682527,-0.18203776628947366,-0.2305746953525024,-0.24682292879310372,-1.10150160031755,-0.8725130445339393,0.35053697842516146,-0.5405469865695175,-0.8570480941678857,0.015999707821578998,-0.16294662267766524,-0.75680158431369,0.7461247746344923,0.5261974334064322,-0.09328427305306859,-0.5163913933269078,-0.08640311126354579,-0.35130175941265923,-0.29402951363179247,-1.0285783304406393
111,-0.08670778986550388,-0.17748611532243852,-0.22287313418316038,-0.2124928905567573,-1.10150160031755,-0.8725130445339392,0.41457236979053447,-0.5405469865695175,-0.8588638786511871,-0.11949073965026313,-0.13258141767868686,-0.75680158431369,0.8911462398414722,0.5606883755781505,-0.08865457747467524,-0.6122671778119807,-0.06367239191176947,-0.32844506659807426,-0.29402951363179247,-1.0285783304406393
112,-0.0677776570060857,-0.16322427562572853,-0.20774506760052355,-0.21535372707645323,-1.10150160031755,-0.8725130445339394,0.44662058758540657,-0.5405469865695175,-0.85945978946917,-0.10256679314660469,-0.07950374142613793,-0.75680158431369,0.8491022016091966,0.7561370478845542,-0.07305451628660795,-0.5163913933269078,-0.008621430981686226,-0.29995456157833333,-0.29402951363179247,-1.0285783304406393
113,-0.08050629820396837,-0.14673718434513566,-0.19237632723134465,-0.21249289055675732,-1.10150160031755,-0.8731062244394848,0.4739684001036974,-0.5405469865695175,-0.8630930939779927,-0.12316812692563678,-0.05215750478543991,-0.7165289331260726,0.9234409358749592,0.8711068551236152,-0.05574348064565627,-0.6122671778119807,0.07306709168875988,-0.2773443302512431,0.16916349034662595,-1.2418656706764875
114,-0.07933741414698856,-0.13045238866307723,-0.17666376716710613,-0.20391038099767148,-1.10150160031755,-0.8731062244394848,0.4622479090244299,-0.5405469865695175,-0.8637676177746979,-0.25219235471890167,-0.023091158266186827,-0.7165289331260726,0.8383373029313674,0.963082700914864,-0.03964019167732776,-0.37257771659929806,0.11533202298346895,-0.25753249668652806,0.16916349034662595,-1.2418656706764875
115,-0.06347318419491683,-0.11952842634219299,-0.16607412055926057,-0.1896061983991937,-1.10150160031755,-0.8731062244394847,0.4849563604905107,-0.5405469865695175,-0.8611419093721336,-0.21453412859905388,-0.0075399607927223375,-0.7165289331260726,0.8811937863468755,1.0435615659822066,-0.0289717627358114,-0.4444845549631029,0.14978326950100493,-0.23842303090388933,0.16916349034662595,-1.2418656706764875
116,-0.05599279263158307,-0.10273789166379778,-0.15376537547611496,-0.1838845253598028,-1.10150160031755,-0.8569617255644697,0.5096182271364694,-0.5405469865695175,-0.8594021269643897,-0.2665650194255313,-0.010804659133652552,-0.7381679695850909,0.6977842862321656,0.963082700914864,-0.015082676000628476,-0.12489860667952604,0.18672068844764142,-0.2244414826941818,0.13690404633916176,-1.0049054238287265
117,-0.04748302588181853,-0.09899542309090179,-0.1465451618798562,-0.16958034276132503,-1.10150160031755,-0.8569617255644696,0.5620552158713173,-0.5405469865695175,-0.859050140786561,-0.3768803226958157,-0.0247761638615059,-0.7381679695850909,0.5499192628838723,1.0665555274300187,-0.01629042267325308,-0.03701247090154241,0.21690992508671933,-0.20673232312932419,0.13690404633916176,-1.0049054238287265
118,-0.03720861595531553,-0.08604850478466908,-0.1334456314980729,-0.16671950624162907,-1.10150160031755,-0.8569617255644697,0.5463058059835516,-0.5405469865695175,-0.8594785262413006,-0.27994289481589607,-0.01849249716229534,-0.7381679695850909,0.13333799518146902,0.9170947780192393,-0.012868473767484324,0.21865628772531912,0.27196088601680257,-0.192869418126048,0.13690404633916176,-1.0049054238287265
119,-0.021695284421006322,-0.07765323744547148,-0.11952093384814573,-0.15813699668254325,-1.10150160031755,-0.8245297928974401,0.5171877109584964,-0.5405469865695175,-0.8609099235420908,-0.48902244080029456,-0.039484858537311845,-0.7399712226233409,0.017361445275046655,1.1700283539451735,-0.015787194892993305,0.3385010183316604,0.335535866703802,-0.1742342087872537,0.2939784636201409,-0.9251480724506996
120,-0.012314033055117758,-0.06905567450773947,-0.11034094799004576,-0.13811114104467456,-1.10150160031755,-0.82452979289744,0.4127410430593989,-0.5405469865695175,-0.860116635528691,-0.4614053532675516,-0.0844885496456232,-0.7399712226233409,-0.20951387214259568,0.9860766623626761,-0.025147231605833976,0.4982939924734488,0.3564907486062207,-0.1555202203593887,0.2939784636201409,-0.9251480724506995
121,0.006327616859595737,-0.062177624157553575,-0.1060088198322905,-0.1552761601628473,-1.10150160031755,-0.8245297928974401,0.4762880806298025,-0.5405469865695175,-0.8532376935141603,-0.562282141237872,-0.13149318489837647,-0.7399712226233409,-0.38703314467887084,1.2505072190125164,-0.04235762169073312,0.7299938049790421,0.4413757786855104,-0.1338113610192975,0.2939784636201409,-0.9251480724506996
122,-0.0017863946379229586,-0.06571779713191374,-0.09820411275442999,-0.12952863148558771,-1.4138658439834038,-0.7892391618904337,0.5267106099604012,-0.6873213601544589,-0.8485395098860381,-0.8522993216856691,-0.1702834178739502,-0.7748341146962058,-0.6795134106425279,0.756137047884554,-0.08925845081098754,0.8977764278279199,0.37744563050863955,-0.13001034906710213,-0.599732742681067,-0.8591690924991379
123,0.008304335467866988,-0.054591539212495065,-0.0857922217627669,-0.11808528540680592,-1.4138658439834038,-0.7892391618904337,0.41890650972088855,-0.6873213601544589,-0.8463685697099033,-0.7729161324237188,-0.13465257038959974,-0.7748341146962058,-0.7808659472507674,0.2042819731370616,-0.07204806072608697,1.1374658890406026,0.41544855192489055,-0.1070992385685002,-0.599732742681067,-0.8591690924991378
124,0.007783337738913886,-0.03982396051944833,-0.0657475335407731,-0.09805942976893724,-1.4138658439834038,-0.7892391618904337,0.5349515802505111,-0.6873213601544589,-0.8410684256594881,-0.7123782205613641,-0.08561188670916958,-0.7748341146962058,-0.9878363576792164,-0.24410027509527615,-0.05362992396856321,1.0336004558484402,0.4484791284829405,-0.11035670644429572,-0.599732742681067,-0.8591690924991379
125,0.007852474878301027,-0.021819652249843776,-0.04542778956273102,-0.09519859324924128,-1.4138658439834038,-0.761566961959465,0.5525323168694124,-0.6873213601544589,-0.8370579417812518,-0.8183296104663316,-0.06876183075597982,-0.7237419452790778,-0.7973179622112231,-0.6120036582602711,-0.04497440614808738,1.0815383480909766,0.47511669022330333,-0.0971727569636943,-0.03429253097941974,-0.40979999218433033
126,0.007892530522549132,-0.009884211936284583,-0.033669155991681986,-0.07803357413106858,-1.4138658439834038,-0.7615669619594649,0.48538367006110894,-0.6873213601544589,-0.8348885494254232,-0.5747365255965994,-0.026426065173588992,-0.7237419452790778,-0.9758527912265388,-1.0029010028730785,-0.021523991587960166,0.8897867791208305,0.4097658720869465,-0.07967082753273805,-0.03429253097941974,-0.4097999921843303
127,0.007775381480809809,0.0018489327787387553,-0.020741535457428493,-0.07231190109167768,-1.4138658439834038,-0.761566961959465,0.4671924911984959,-0.6873213601544589,-0.8333162898509776,-0.4271244785095286,0.002815802761842989,-0.7237419452790778,-0.856829571882995,-1.221343636627294,-0.0025019814941226824,0.7619523998073998,0.3682112757719804,-0.06875027404897442,-0.03429253097941974,-0.40979999218433033
128,0.0076827870977020304,0.011559121508412205,-0.0035161687349258923,-0.06372939153259082,-1.4138658439834035,-0.7433927872630663,0.4925868885369088,-0.6873213601544589,-0.8290311298519973,-0.4620470913029123,0.003377471293615682,-0.7045072462043954,-0.9577758858996184,-1.1638587330077637,0.006455472994509305,0.6660766153223268,0.3994660148806728,-0.055079096467292796,-0.003832970114002899,-0.3015611750388459
