,Government Debt,Government Debt,Government Debt,Government Debt,Government Debt,Government Debt,Government Debt,Government Debt,Core PCE Price Index,Core PCE Price Index,Core PCE Price Index,Core PCE Price Index,Core PCE Price Index,Core PCE Price Index,Core PCE Price Index,Core PCE Price Index,Core Consumer Prices,Core Consumer Prices,Core Consumer Prices,Core Consumer Prices,Core Consumer Prices,Core Consumer Prices,Core Consumer Prices,Core Consumer Prices,Wages,Wages,Wages,Wages,Wages,Wages,Wages,Wages,Corruption Rank,Corruption Rank,Corruption Rank,Corruption Rank,Corruption Rank,Corruption Rank,Corruption Rank,Corruption Rank,Price to Rent Ratio,Price to Rent Ratio,Price to Rent Ratio,Price to Rent Ratio,Price to Rent Ratio,Price to Rent Ratio,Price to Rent Ratio,Price to Rent Ratio,Money Supply M0,Money Supply M0,Money Supply M0,Money Supply M0,Money Supply M0,Money Supply M0,Money Supply M0,Money Supply M0,Military Expenditure,Military Expenditure,Military Expenditure,Military Expenditure,Military Expenditure,Military Expenditure,Military Expenditure,Military Expenditure,Interbank Rate,Interbank Rate,Interbank Rate,Interbank Rate,Interbank Rate,Interbank Rate,Interbank Rate,Interbank Rate,Government Bond 10Y,Government Bond 10Y,Government Bond 10Y,Government Bond 10Y,Government Bond 10Y,Government Bond 10Y,Government Bond 10Y,Government Bond 10Y,Consumer Price Index CPI,Consumer Price Index CPI,Consumer Price Index CPI,Consumer Price Index CPI,Consumer Price Index CPI,Consumer Price Index CPI,Consumer Price Index CPI,Consumer Price Index CPI,GDP from Public Administration,GDP from Public Administration,GDP from Public Administration,GDP from Public Administration,GDP from Public Administration,GDP from Public Administration,GDP from Public Administration,GDP from Public Administration,Foreign Exchange Reserves,Foreign Exchange Reserves,Foreign Exchange Reserves,Foreign Exchange Reserves,Foreign Exchange Reserves,Foreign Exchange Reserves,Foreign Exchange Reserves,Foreign Exchange Reserves,Mining Production,Mining Production,Mining Production,Mining Production,Mining Production,Mining Production,Mining Production,Mining Production,PCE Price Index,PCE Price Index,PCE Price Index,PCE Price Index,PCE Price Index,PCE Price Index,PCE Price Index,PCE Price Index,Pending Home Sales,Pending Home Sales,Pending Home Sales,Pending Home Sales,Pending Home Sales,Pending Home Sales,Pending Home Sales,Pending Home Sales,Crude Oil Production,Crude Oil Production,Crude Oil Production,Crude Oil Production,Crude Oil Production,Crude Oil Production,Crude Oil Production,Crude Oil Production,Disposable Personal Income,Disposable Personal Income,Disposable Personal Income,Disposable Personal Income,Disposable Personal Income,Disposable Personal Income,Disposable Personal Income,Disposable Personal Income,Foreign Direct Investment,Foreign Direct Investment,Foreign Direct Investment,Foreign Direct Investment,Foreign Direct Investment,Foreign Direct Investment,Foreign Direct Investment,Foreign Direct Investment,Mortgage Originations,Mortgage Originations,Mortgage Originations,Mortgage Originations,Mortgage Originations,Mortgage Originations,Mortgage Originations,Mortgage Originations,USD,USD,USD,USD,USD,USD,USD,USD
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
DBSCAN_Cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,62.0,-1.4257742562399978,0.007862513307664614,-1.4359089139176455,-1.4359089139176455,-1.4241946956280325,-1.4171439420023189,-1.4171439420023189,62.0,-1.5448836366255914,0.018443468255009036,-1.5640201476805453,-1.5640201476805453,-1.5503651947794401,-1.5205265939955441,-1.5205265939955441,62.0,-1.4829556801409416,0.017421620478738443,-1.501366670263506,-1.501366670263506,-1.4876138824611087,-1.460108306856315,-1.460108306856315,62.0,-1.517911051503624,0.013484231559732525,-1.5313385261363885,-1.5313385261363885,-1.5227560165773022,-1.4998693244197376,-1.4998693244197376,62.0,-1.1015016003175497,1.1192862201031857e-15,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,62.0,0.7721769147904902,0.08624127195339741,0.7109556997081079,0.7109556997081079,0.7109556997081079,0.8917040489989508,0.8917040489989508,62.0,-1.4526729798818727,0.0007089217200008495,-1.4536861170895812,-1.4536861170895812,-1.4522820999290438,-1.4520989672559304,-1.4520989672559304,62.0,-1.7453472195024569,2.686286928247646e-15,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,62.0,0.562706887775451,0.11458052458665843,0.3934225429438106,0.4663835336207566,0.522838242692822,0.6975790088682631,0.7405921205422179,62.0,1.267217789641245,0.10222907857718377,1.0458392608092988,1.2007445876766256,1.2600460446869706,1.3096518262165369,1.4949970644770068,62.0,-1.6211853426707286,0.05851564345588707,-1.6800133269965505,-1.6800133269965505,-1.6413986154371556,-1.5431066223768803,-1.5431066223768803,62.0,-1.0306342835901185,0.005449163416747885,-1.0345025522044318,-1.0345025522044318,-1.0345025522044318,-1.0230819496288406,-1.0230819496288406,62.0,-0.42746212051060783,0.0508770109088484,-0.4869639022164537,-0.4869639022164537,-0.42948340550276276,-0.36286290047770753,-0.36286290047770753,62.0,-0.15360791068775725,0.1316545455792222,-0.3360761208865249,-0.3360761208865249,-0.06014858351277861,-0.06014858351277861,-0.06014858351277861,62.0,-1.6430927243901277,0.029642346791951206,-1.6741240219625615,-1.6741240219625615,-1.6514787718508501,-1.6040747149503374,-1.6040747149503374,62.0,0.8365654095074766,0.06300934545829229,0.7619523998073998,0.7619523998073998,0.8338592381712046,0.9137557252420988,0.9137557252420988,62.0,-1.0004724745110727,0.017250408791688106,-1.020848777115475,-1.020848777115475,-1.0013145651725421,-0.9792941808005089,-0.9792941808005089,62.0,-1.457785795453375,0.01967443136446179,-1.4757318331964078,-1.4757318331964078,-1.4671082121891665,-1.4309612655810173,-1.4309612655810173,62.0,-1.1678917604936858,0.09456558702831361,-1.2350222655490906,-1.2350222655490906,-1.2350222655490906,-1.0368274410997986,-1.0368274410997986,62.0,0.4431949996918784,0.058836313453712576,0.36165009926052627,0.36165009926052627,0.4849618999128151,0.4849618999128151,0.4849618999128151,62.0,-2.0286309304045633,0.014082424634493967,-2.063339892826264,-2.0361119357279334,-2.029304946453351,-2.0234746121616434,-2.002017798143937
1,67.0,-1.4127176540886228,0.003836154580482254,-1.4154426745366853,-1.4154426745366853,-1.4153135911077896,-1.407272832055574,-1.407272832055574,67.0,-1.5107379024962897,0.014252400251604274,-1.5300344871266847,-1.5300344871266847,-1.5035337637186146,-1.4977683391603702,-1.4977683391603702,67.0,-1.4533858620723072,0.0075334928212396415,-1.463546503806914,-1.463546503806914,-1.4497937160045167,-1.4463555190539175,-1.4463555190539175,67.0,-1.4944038456955435,0.0131735169650475,-1.5113126704985198,-1.5113126704985198,-1.4912868148606517,-1.47984346878187,-1.47984346878187,67.0,-1.10150160031755,1.1186021851923232e-15,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,67.0,0.8296561081976167,0.08646796276362347,0.7109556997081079,0.7109556997081079,0.8917040489989508,0.8917040489989508,0.8917040489989508,67.0,-1.4512953701530138,0.001822971032469027,-1.4533198517433539,-1.4533198517433539,-1.4515495692365896,-1.4489246675886287,-1.4489246675886287,67.0,-1.7453472195024564,3.132086118538505e-15,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,67.0,0.7566482089446896,0.09289508367278015,0.5900462296833764,0.6760724530312857,0.7728519542976839,0.829118481006176,0.9052248054742796,67.0,1.247802772420718,0.20823565850967457,0.9574507773566171,1.1017585054426278,1.169402752982945,1.444038397996634,1.6365990226614038,67.0,-1.5622305975725095,0.01936561624609111,-1.5887421905834365,-1.5887421905834365,-1.5501274790240425,-1.5466170507004615,-1.5466170507004615,67.0,-1.027002454990611,0.005463486898324835,-1.0345025522044318,-1.0345025522044318,-1.0230819496288406,-1.0230819496288406,-1.0230819496288406,67.0,-0.7781982167983627,0.170471760566264,-0.9776807928888117,-0.9776807928888117,-0.8001615203525365,-0.566380418877419,-0.566380418877419,67.0,-0.12535533985732064,0.005439913967833791,-0.12913046785621518,-0.12913046785621518,-0.12913046785621518,-0.11763348713230909,-0.11763348713230909,67.0,-1.6072262728099964,0.014571695447856433,-1.6270219017302034,-1.6270219017302034,-1.5994450193719427,-1.5943120960132882,-1.5943120960132882,67.0,0.4090961233256446,0.09800685434107143,0.3225217209174816,0.3225217209174816,0.3624699644529287,0.5462318847159854,0.5462318847159854,67.0,-0.9849238505653377,0.02631954667782834,-1.022269447074961,-1.022269447074961,-0.9675736536347492,-0.9657978161853917,-0.9657978161853917,67.0,-1.4250066893668458,0.01718904891419838,-1.44820186357594,-1.44820186357594,-1.416748442214238,-1.4090154362099463,-1.4090154362099463,67.0,-1.1048644703883619,0.09481415884384238,-1.2350222655490906,-1.2350222655490906,-1.0368274410997986,-1.0368274410997986,-1.0368274410997986,67.0,0.4039810159023567,0.058990968542458916,0.36165009926052627,0.36165009926052627,0.36165009926052627,0.4849618999128151,0.4849618999128151,67.0,-2.0211745477130543,0.018772774408586122,-2.0554082705410983,-2.0350464939284336,-2.0245104583556013,-2.003438387209937,-1.9861545535736054
2,44.0,-1.3974409515742385,0.0027249099149105915,-1.4002600764211506,-1.4002600764211506,-1.3948669680183619,-1.3948669680183619,-1.3948669680183619,44.0,-1.4820881314602965,0.0034240826577545177,-1.4856306032482764,-1.4856306032482764,-1.4788537006973586,-1.4788537006973586,-1.4788537006973586,44.0,-1.4324464495719476,0.0034743514353460245,-1.4360409282021194,-1.4360409282021194,-1.4291645343009212,-1.4291645343009212,-1.4291645343009212,44.0,-1.4568267386006826,0.002890919749889233,-1.4598176131440013,-1.4598176131440013,-1.4540959401046094,-1.4540959401046094,-1.4540959401046094,44.0,-1.1015016003175497,4.492233597187518e-16,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,44.0,1.0813572436188197,8.984467194375036e-16,1.0813572436188197,1.0813572436188197,1.0813572436188197,1.0813572436188197,1.0813572436188197,44.0,-1.4476455136143052,6.16861371267602e-05,-1.447703783101205,-1.447703783101205,-1.447703783101205,-1.4475816946524627,-1.4475816946524627,44.0,-1.7453472195024569,1.1230583992968792e-15,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,44.0,1.0102953284085128,0.05796383036768456,0.9119456041733351,0.9602681468195438,1.0121123879840574,1.0598838251369433,1.0954502918523445,44.0,1.246004738758147,0.09099407870869147,1.0692892666232754,1.198715260250416,1.242909501976757,1.3110047111673426,1.4390778198436773,44.0,-1.4966732295513276,0.017736711799754147,-1.5150231957882299,-1.5150231957882299,-1.479918912552417,-1.479918912552417,-1.479918912552417,44.0,-0.9906233949403119,4.492233597187518e-16,-0.9906233949403116,-0.9906233949403116,-0.9906233949403116,-0.9906233949403116,-0.9906233949403116,44.0,-0.931519134750608,0.06444759568206376,-0.9981950337654293,-0.9981950337654293,-0.8706411399979456,-0.8706411399979456,-0.8706411399979456,44.0,-0.3525377069230267,0.01742681646260337,-0.3705670630582432,-0.3705670630582432,-0.3360761208865249,-0.3360761208865249,-0.3360761208865249,44.0,-1.542074765023275,0.01683199512684478,-1.5594887336192798,-1.5594887336192798,-1.5261750545660535,-1.5261750545660535,-1.5261750545660535,44.0,0.46379323669283534,0.05651564903512811,0.4104078566954652,0.4104078566954652,0.4104078566954652,0.5222629385947172,0.5222629385947172,44.0,-1.0996071679944814,0.009869812328589316,-1.1089303146036082,-1.1089303146036082,-1.1089303146036082,-1.0893961026606753,-1.0893961026606753,44.0,-1.3847790451430129,0.008425286243415084,-1.3934956392811129,-1.3934956392811129,-1.376820415712574,-1.376820415712574,-1.376820415712574,44.0,-1.3201705834228696,8.984467194375036e-16,-1.3201705834228694,-1.3201705834228694,-1.3201705834228694,-1.3201705834228694,-1.3201705834228694,44.0,0.9596684080856851,0.0,0.9596684080856853,0.9596684080856853,0.9596684080856853,0.9596684080856853,0.9596684080856853,44.0,-2.015080222226189,0.018226028766870392,-2.046174441612099,-2.031909359741017,-2.0154542030598526,-1.9980815826068958,-1.977749401599773
3,22.0,-1.3940744972758234,4.54539797551198e-16,-1.3940744972758232,-1.3940744972758232,-1.3940744972758232,-1.3940744972758232,-1.3940744972758232,22.0,-1.4604448012306834,4.54539797551198e-16,-1.4604448012306837,-1.4604448012306837,-1.4604448012306837,-1.4604448012306837,-1.4604448012306837,22.0,-1.4222881403997218,0.0,-1.4222881403997218,-1.4222881403997218,-1.4222881403997218,-1.4222881403997218,-1.4222881403997218,22.0,-1.4483742670652187,4.54539797551198e-16,-1.4483742670652184,-1.4483742670652184,-1.4483742670652184,-1.4483742670652184,-1.4483742670652184,22.0,-1.1015016003175502,2.27269898775599e-16,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,22.0,1.0813572436188192,4.54539797551198e-16,1.0813572436188197,1.0813572436188197,1.0813572436188197,1.0813572436188197,1.0813572436188197,22.0,-1.4445294834339035,2.27269898775599e-16,-1.4445294834339033,-1.4445294834339033,-1.4445294834339033,-1.4445294834339033,-1.4445294834339033,22.0,-1.7453472195024562,0.0,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,22.0,1.1146400050832475,0.04835300459066679,1.0368449271965812,1.0853690938037615,1.1050207091997994,1.1479531712893656,1.2002947515576095,22.0,1.2254449871572566,0.08169979861963335,1.0728969598254252,1.1759416969118421,1.2176556495617048,1.2875547053533665,1.354297029593146,22.0,-1.3956686327864665,2.27269898775599e-16,-1.3956686327864662,-1.3956686327864662,-1.3956686327864662,-1.3956686327864662,-1.3956686327864662,22.0,-0.9906233949403114,3.409048481633985e-16,-0.9906233949403116,-0.9906233949403116,-0.9906233949403116,-0.9906233949403116,-0.9906233949403116,22.0,-1.037395513856392,2.27269898775599e-16,-1.0373955138563917,-1.0373955138563917,-1.0373955138563917,-1.0373955138563917,-1.0373955138563917,22.0,-1.1293677908360455,0.0,-1.1293677908360455,-1.1293677908360455,-1.1293677908360455,-1.1293677908360455,-1.1293677908360455,22.0,-1.4461618375046763,2.27269898775599e-16,-1.4461618375046765,-1.4461618375046765,-1.4461618375046765,-1.4461618375046765,-1.4461618375046765,22.0,0.2106666390182297,2.8408737346949874e-17,0.21066663901822968,0.21066663901822968,0.21066663901822968,0.21066663901822968,0.21066663901822968,22.0,-1.458415124637169,6.81809696326797e-16,-1.4584151246371688,-1.4584151246371688,-1.4584151246371688,-1.4584151246371688,-1.4584151246371688,22.0,-1.3586768638212339,0.0,-1.3586768638212339,-1.3586768638212339,-1.3586768638212339,-1.3586768638212339,-1.3586768638212339,22.0,-1.3201705834228692,2.27269898775599e-16,-1.3201705834228694,-1.3201705834228694,-1.3201705834228694,-1.3201705834228694,-1.3201705834228694,22.0,0.9596684080856857,1.136349493877995e-16,0.9596684080856853,0.9596684080856853,0.9596684080856853,0.9596684080856853,0.9596684080856853,22.0,-1.9569194763176312,0.02486123414866729,-1.995861912191271,-1.9792883730879396,-1.9570324777206083,-1.9371442307966105,-1.9161905420731127
4,65.0,-1.3714432165566401,0.008071186429147177,-1.3811232180278903,-1.3811232180278903,-1.372179423680862,-1.3614670080280433,-1.3614670080280433,65.0,-1.4190815758102535,0.012633835349764205,-1.436472772804299,-1.436472772804299,-1.4151305871588686,-1.4064318764218686,-1.4064318764218686,65.0,-1.3830926951628901,0.01136751835719118,-1.3982207617455273,-1.3982207617455273,-1.3810297769925308,-1.3707151861407325,-1.3707151861407325,65.0,-1.4119756239607852,0.009495161396307093,-1.422626738387959,-1.422626738387959,-1.414044228828873,-1.3997400462303953,-1.3997400462303953,65.0,-1.10150160031755,1.1188630228279524e-15,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,-1.10150160031755,65.0,1.2032807278188036,4.47545209131181e-16,1.2032807278188034,1.2032807278188034,1.2032807278188034,1.2032807278188034,1.2032807278188034,65.0,-1.440370023899442,0.004012553305252248,-1.4449567930045017,-1.4449567930045017,-1.441111006869117,-1.4352507613294831,-1.4352507613294831,65.0,-1.7453472195024562,2.9090438593526763e-15,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,-1.7453472195024562,65.0,1.3483533265163816,0.07578575514381929,1.2066391855295178,1.281266934283829,1.3632606784123051,1.4234252683662496,1.4536419793172026,65.0,1.4910702291838966,0.07322564535534536,1.365120109199597,1.44539128294744,1.4823701382694805,1.553622079011948,1.6564413352732303,65.0,-1.4291527183344725,0.035077269547136254,-1.4658771992580917,-1.4658771992580917,-1.437793772669442,-1.3816269194921418,-1.3816269194921418,65.0,-0.942536647253603,7.832041159795668e-16,-0.9425366472536029,-0.9425366472536029,-0.9425366472536029,-0.9425366472536029,-0.9425366472536029,65.0,-1.2219705603301236,0.06566642965253493,-1.300830864519491,-1.300830864519491,-1.2208050139711015,-1.140576052126904,-1.140576052126904,65.0,-0.8237249802066651,0.1427301119603778,-1.0143979835969845,-1.0143979835969845,-0.7959553498427687,-0.6694885618798017,-0.6694885618798017,65.0,-1.4446304766595144,0.008253405293635139,-1.45028830530281,-1.45028830530281,-1.45028830530281,-1.4327759785497534,-1.4327759785497534,65.0,-0.12883197219686238,0.09597064664365575,-0.2607226347000462,-0.2607226347000462,-0.07696071443698951,-0.04500211960863183,-0.04500211960863183,65.0,-1.248948267341413,0.06446815116456509,-1.3373030105909858,-1.3373030105909858,-1.2300424286497913,-1.1835154874766243,-1.1835154874766243,65.0,-1.3256102550406639,0.008931067646112487,-1.3372033926027032,-1.3372033926027032,-1.3246879580426107,-1.3154663752749522,-1.3154663752749522,65.0,-0.737977613245243,5.594315114139762e-16,-0.737977613245243,-0.737977613245243,-0.737977613245243,-0.737977613245243,-0.737977613245243,65.0,1.1359205955946932,4.47545209131181e-16,1.1359205955946932,1.1359205955946932,1.1359205955946932,1.1359205955946932,1.1359205955946932,65.0,-1.8874873578677822,0.047878116848966576,-1.9558486534989419,-1.9299229030444445,-1.91027142096478,-1.8528559462139524,-1.7664367780322947
5,65.0,-1.3463333651696017,0.010116802449583382,-1.3579475984087646,-1.3579475984087646,-1.3478217510258255,-1.3339298500223815,-1.3339298500223815,65.0,-1.3704201476426823,0.015625554663998606,-1.387618385758125,-1.387618385758125,-1.3740645806562877,-1.3508005868247754,-1.3508005868247754,65.0,-1.3393482508837273,0.016063543667129976,-1.3569623983383363,-1.3569623983383363,-1.3432096105359388,-1.3191422318817432,-1.3191422318817432,65.0,-1.3661142139065896,0.015596075754059587,-1.3854358636319175,-1.3854358636319175,-1.3654100079940488,-1.348244988875876,-1.348244988875876,65.0,-0.1644088693199891,1.1188630228279524e-16,-0.1644088693199891,-0.1644088693199891,-0.1644088693199891,-0.1644088693199891,-0.1644088693199891,65.0,1.26001159637563,2.237726045655905e-16,1.2600115963756298,1.2600115963756298,1.2600115963756298,1.2600115963756298,1.2600115963756298,65.0,-1.4331733794170358,0.0016466025092840752,-1.4345792748614001,-1.4345792748614001,-1.434151965290802,-1.4309776656235003,-1.4309776656235003,65.0,-1.481099934021938,1.790180836524724e-15,-1.4810999340219382,-1.4810999340219382,-1.4810999340219382,-1.4810999340219382,-1.4810999340219382,65.0,1.5749943749777964,0.07552389456932959,1.4536419793172026,1.5040748527549144,1.5685945202658467,1.6438674656952672,1.703010494246955,65.0,1.567983473105123,0.13019456024420453,1.352493182992071,1.4679393654608794,1.569856698421624,1.6717740313823692,1.831414455577518,65.0,-1.3902679738271109,0.02286900690459773,-1.4132207744043725,-1.4132207744043725,-1.3991790611100483,-1.3605643495506534,-1.3605643495506534,65.0,-0.9713886958656265,6.713178136967714e-16,-0.9713886958656265,-0.9713886958656265,-0.9713886958656265,-0.9713886958656265,-0.9713886958656265,65.0,-1.0804426094110429,0.02161778644912602,-1.112546693305387,-1.112546693305387,-1.067862208227606,-1.0644093161988684,-1.0644093161988684,65.0,-0.49526508475599396,0.09098769782954938,-0.5775127160885529,-0.5775127160885529,-0.5430217739168346,-0.3705670630582432,-0.3705670630582432,65.0,-1.4006297879467302,0.009351456263473267,-1.4097281462138347,-1.4097281462138347,-1.4046958684112327,-1.388391288330802,-1.388391288330802,65.0,-0.2883791109938173,0.11874171821955697,-0.41252596013474524,-0.41252596013474524,-0.3166501756496722,-0.13288825538661547,-0.13288825538661547,65.0,-1.1665931226130544,0.003245115648588897,-1.1696639553716355,-1.1696639553716355,-1.167888117922278,-1.1622054380843339,-1.1622054380843339,65.0,-1.2534508874013652,0.013931978057592886,-1.2699130788789947,-1.2699130788789947,-1.2545780489703116,-1.2367243028845487,-1.2367243028845487,65.0,-0.8223644420973865,2.237726045655905e-16,-0.8223644420973865,-0.8223644420973865,-0.8223644420973865,-0.8223644420973865,-0.8223644420973865,65.0,0.5595870391152123,2.237726045655905e-16,0.5595870391152123,0.5595870391152123,0.5595870391152123,0.5595870391152123,0.5595870391152123,65.0,-1.726343383546499,0.030254028023140644,-1.8220765164506223,-1.7444176475092972,-1.7250029302739658,-1.7066536548381344,-1.6539734769739731
6,109.0,-1.3272821585192949,0.008293181602650102,-1.3360475864467043,-1.335902316147873,-1.3272238218555563,-1.323889738179357,-1.3141931172034467,109.0,-1.2876611610453612,0.023675146530931012,-1.3250078980115778,-1.303766860165414,-1.2823235267207158,-1.274029407180786,-1.2566319857067862,109.0,-1.2655189766889101,0.023802688532132795,-1.3019512471287469,-1.2813220654251514,-1.2641310806721548,-1.2503782928697575,-1.233187308116761,109.0,-1.2963037460091111,0.021416235377712766,-1.3224974601986166,-1.3167757871592256,-1.296749931521357,-1.2824457489228793,-1.2652807298047066,109.0,-0.1644088693199891,3.903728859924919e-16,-0.1644088693199891,-0.1644088693199891,-0.1644088693199891,-0.1644088693199891,-0.1644088693199891,109.0,1.1834449019290563,0.042912599474851834,1.1315273994854012,1.1315273994854012,1.218589057429376,1.218589057429376,1.218589057429376,109.0,-1.4303599428759641,0.0008503176487093335,-1.431527063642841,-1.431221842520985,-1.4301230464823036,-1.429573648462963,-1.4294515600142206,109.0,-1.4810999340219373,6.692106617014147e-16,-1.4810999340219382,-1.4810999340219382,-1.4810999340219382,-1.4810999340219382,-1.4810999340219382,109.0,1.8717437296072919,0.08773035934770143,1.703010494246955,1.7923702337495961,1.9157103314746613,1.9610891642906838,1.9825957201276607,109.0,1.9860016269319491,0.10579460461288236,1.714795772818011,1.9342337118388004,2.000976036078581,2.065914513717286,2.183164542787169,109.0,-1.2522563637506179,0.028943104400909653,-1.300887068049772,-1.2657827848139593,-1.251741071519634,-1.2306785015781465,-1.2166367882838212,109.0,-0.9272282973019631,0.02162799038563042,-0.9449409846379389,-0.9449409846379389,-0.9449409846379389,-0.9010618273738161,-0.9010618273738161,109.0,-0.7108633596395499,0.04942182706008033,-0.7680699356148575,-0.7566957030496041,-0.7067303242808127,-0.6977934272652565,-0.6311729222402013,109.0,-0.23281424814612056,0.13794586249768157,-0.48553687029730414,-0.27859121726699443,-0.20960933292355785,-0.11763348713230909,-0.0946395256844969,109.0,-1.300580349059704,0.03539783573926312,-1.349240167026555,-1.3264942713587926,-1.305559995699967,-1.2764734300009255,-1.2496010665350297,109.0,-0.8432339950233454,0.13202651638159282,-1.0117496131664518,-0.9797910183380942,-0.8120083954892162,-0.7081429622970539,-0.7001533135899645,109.0,-1.1414786453955943,0.01648867686911906,-1.165046778003306,-1.1501297434287028,-1.1458677335502447,-1.125623186627569,-1.121361176749111,109.0,-1.205418245818641,0.01292529280541624,-1.2231065938412324,-1.2167080866228868,-1.2049519685839585,-1.1955101840251623,-1.188239728335013,109.0,-0.3037758109846008,0.0856451102332812,-0.3739166346288176,-0.3739166346288176,-0.3739166346288176,-0.2001586851465533,-0.2001586851465533,109.0,0.7906863242611236,0.020875408724130004,0.765430359889111,0.765430359889111,0.8077826693744863,0.8077826693744863,0.8077826693744863,109.0,-1.5463942653879763,0.07772407722288265,-1.6942235005106356,-1.5841278478956469,-1.5545322423539834,-1.5071792734873215,-1.3201350464640074
